Params,k++,Oracle,Sampling,"Ergun, Jon, et al.",Ours,k++EB,OracleEB,SamplingEB,"Ergun, Jon, et al. EB",OursEB,OPT
Error 0.5 K 10 Num Trials 15,8822011.672205824,6133898.62751011,6075117.880726209,6119481.843709519,5985231.272790146,570597.9723553315,0.0,13768.398466086648,14947.092915239346,37713.65936726488,5934542.5602827035
