Params,k++,Oracle,Sampling,"Ergun, Jon, et al.",Ours,k++EB,OracleEB,SamplingEB,"Ergun, Jon, et al. EB",OursEB,OPT
Error 0.1 K 10 Num Trials 15,44611838.001604766,41476030.23519347,41370081.909671694,41407506.25179168,41240788.42422169,1588036.2344481896,7.450580596923828e-09,18886.005825583234,61210.133643152425,36330.55885669132,41076787.851606
